Loss,Complexity,Equations,Intercepts,Coefficients,Score,final
0.001077263,0.0,"['y', 'u']",-0.00015970831736922264,"[-0.11724921315908432, 0.0014106594026088715, nan]",0.9372935,-0.1172*y + 0.0014*u - 0.0002
0.0008788247,2.0,"['y', 'u', 'v']",-0.007479959167540073,"[-0.1107109859585762, 0.0051793563179671764, 0.006302191410213709]",0.95826757,-0.1107*y + 0.0052*u + 0.0063*v - 0.0075
0.0008788246,3.0,"['y', 'v', 'u']",-0.007479960098862648,"[-0.11071097105741501, 0.006302191875874996, 0.005179355852305889]",0.95826757,-0.1107*y + 0.0063*v + 0.0052*u - 0.0075
0.0008075859,4.0,"['(y)**2', 'y', 'u']",-0.002803430426865816,"[-0.4268014132976532, -0.048182837665081024, 0.002128633903339505]",0.9647592,-0.4268*(y)**2 + -0.0482*y + 0.0021*u - 0.0028
0.00078167033,5.0,"['(y+(y)**2)', 'u', 'v']",-0.007605165708810091,"[-0.09627707302570343, 0.005167141556739807, 0.005889202933758497]",0.9669846,-0.0963*(y+(y)**2) + 0.0052*u + 0.0059*v - 0.0076
0.0007633953,6.0,"['(u)**2', '((v)**-1)', '(y)**2']",-0.00349920685403049,"[0.0018032839288935065, -0.00027578449225984514, -0.665586531162262]",0.9685103,0.0018*(u)**2 + -0.0003*((v)**-1) + -0.6656*(y)**2 - 0.0035
0.00064814475,6.7548876,"['(y)**2', 'y', '(u+v)']",-0.00821660179644823,"[-0.36331406235694885, -0.05322687700390816, 0.005003528669476509]",0.97730064,-0.3633*(y)**2 + -0.0532*y + 0.0050*(u+v) - 0.0082
0.0006481446,7.7548876,"['(y+(y)**2)', 'y', '(u+v)']",-0.00821660365909338,"[-0.36331409215927124, 0.3100872337818146, 0.005003528669476509]",0.9773007,-0.3633*(y+(y)**2) + 0.3101*y + 0.0050*(u+v) - 0.0082
0.0006362031,8.0,"['(y/(v+1))', 'u']",-0.0043656774796545506,"[-0.1635814905166626, 0.006081650964915752, nan]",0.9781294,-0.1636*(y/(v+1)) + 0.0061*u - 0.0044
0.0006304107,8.754888,"['(y)**2', '((y)**-1)', '(u+v)']",-0.01151233445852995,"[-0.585261881351471, 5.607619823422283e-05, 0.0049219257198274136]",0.9785258,-0.5853*(y)**2 + 0.0001*((y)**-1) + 0.0049*(u+v) - 0.0115
0.00054075493,10.0,"['(y/(v+1))', 'u', 'v']",-0.00020341156050562859,"[-0.17333486676216125, 0.004375790245831013, -0.0038302368484437466]",0.9841995,-0.1733*(y/(v+1)) + 0.0044*u + -0.0038*v - 0.0002
0.00045881706,11.0,"['(y/(v+1))', '(u)**2', 'v']",0.0018328563310205936,"[-0.17216524481773376, 0.0020177671685814857, -0.003876581322401762]",0.9886251,-0.1722*(y/(v+1)) + 0.0020*(u)**2 + -0.0039*v + 0.0018
0.0003956861,15.754888,"['(y/(v+1))', '(u+(v)**2)', '(u)**2']",0.005014418158680201,"[-0.1717960089445114, -0.005866705905646086, 0.004231925122439861]",0.99154,-0.1718*(y/(v+1)) + -0.0059*(u+(v)**2) + 0.0042*(u)**2 + 0.0050
0.00035950413,17.509775,"['(y/(v+1))', '(u+(v)**2)', '(v+(u)**2)']",0.008847195655107498,"[-0.16576653718948364, -0.015713585540652275, 0.008227535523474216]",0.9930164,-0.1658*(y/(v+1)) + -0.0157*(u+(v)**2) + 0.0082*(v+(u)**2) + 0.0088
0.00035333371,32.0,"['(y/(v+1))', '(u+((u)**-1))', '((v/u)/(u)**2)']",-0.03139431029558182,"[-0.16858895123004913, 0.016903655603528023, -0.002182423835620284]",0.9932541,-0.1686*(y/(v+1)) + 0.0169*(u+((u)**-1)) + -0.0022*((v/u)/(u)**2) - 0.0314
0.00033382268,33.754887,"['(y/(v+1))', '(((u)**-1)+(u+y))', '(v/(u)**2)']",-0.02894013002514839,"[-0.19246520102024078, 0.016143199056386948, -0.0038710283115506172]",0.99397856,-0.1925*(y/(v+1)) + 0.0161*(((u)**-1)+(u+y)) + -0.0039*(v/(u)**2) - 0.0289
0.00032072852,36.253494,"['(y/(v+1))', '(u+((u)**-1))', '((v/u)/(u+y))']",-0.027035044506192207,"[-0.17716696858406067, 0.015422656200826168, -0.004137302748858929]",0.9944417,-0.1772*(y/(v+1)) + 0.0154*(u+((u)**-1)) + -0.0041*((v/u)/(u+y)) - 0.0270
