Loss,Complexity,R2,Equation
0.008168579214553622,29.0,0.9959373973534283,-1.95108815991520390121*((w)**2/((w+1))**2) + -0.74685354013112437155*(w/((w+1)/(w)**2)) + 0.68274999198552777102*(w)**2 + 0.13427966616154343726
0.008168579214553507,30.0,0.9959373973534285,-1.95108815991520812005*(((w)**2)**2/((w+1))**2) + 1.88698461176961029828*(w)**2 + -3.15532277969928776074*((w)**2/(w+1)) + 0.13427966616156652990
0.007957623903036727,30.754887,0.9961445230049542,-1.79207252747118572778*((w)**2/((w+1))**2) + -0.06333597622654749126*((w+1))**2 + 0.86107725454492534123*((w)**2/(w+1)) + 0.22522411521196419870
0.007910613825350115,33.0,0.9961899413143286,-1.21182390036764053853*(((w)**2)**2/((w+1))**2) + 1.15136997106393179635*(w/((w+1)/(w)**2)) + -0.58430616596620987835*w + 0.26084421840065841192
0.007910613825350115,34.0,0.9961899413143286,-1.21182390036764053853*(((w)**2)**2/((w+1))**2) + 1.15136997106393179635*(w/((w+1)/(w)**2)) + -0.58430616596620987835*w + 0.26084421840065841192
0.007910613825350115,35.0,0.9961899413143286,-1.21182390036764053853*(((w)**2)**2/((w+1))**2) + 1.15136997106393179635*(w/((w+1)/(w)**2)) + -0.58430616596620987835*w + 0.26084421840065841192
0.00781726471714811,36.754887,0.9962793318659339,-1.35122424243880323580*(((w)**2)**2/((w+1))**2) + 1.52774778978574654609*(w/((w+1)/(w)**2)) + -0.23768551737759008313*((w+1))**2 + 0.47516391673238655979
0.007817264717147906,44.754887,0.996279331865934,-1.35122424243880745465*(((w)**2/(w+1))/((w+1)/(w)**2)) + 1.52774778978575165311*(w/((w+1)/(w)**2)) + -0.23768551737759105458*((w+1))**2 + 0.47516391673238655979
0.007817264717147877,46.754887,0.9962793318659341,-1.35122424243880945305*(((w)**2/(w+1))/((w+1)/(w)**2)) + 1.52774778978575320743*((w)**2/((w+1)/w)) + -0.23768551737759111009*((w+1))**2 + 0.47516391673239366522
0.007817264717147835,52.754887,0.9962793318659341,-1.35122424243880767669*(((w)**2/(w+1))/((w+1)/(w)**2)) + 1.52774778978575098698*(((w)**2/w)/((w+1)/(w)**2)) + -0.23768551737759074927*((w+1))**2 + 0.47516391673239011251
0.007477917405382889,71.0,0.9965953488055213,-0.05648935050274518643*((w+1)/(((w)**2/w)/((w+1))**2)) + -2.49618865828957092745*(((w)**2/(w+1))/((w)**2/w)) + 0.79064660717175683224*(((w+1))**2/(((w+1))**2/w)) + 0.85415108910423354072
0.0043695680685532385,79.0,0.9988375124365313,22.73569826058364284904*(((w/(w+1))/((w+1))**2))**2 + -0.16505926748996918585*(((w)**2/(w+1))/((w/(w+1))/((w)**2/(w+1)))) + 0.11450564690084617803*((w+1)/(((w)**2/w)/((w+1))**2)) - 1.23101029904201153542
