Loss,Complexity,R2,Equation
0.12668929898022546,0.0,0.0,0.10668356509879232
0.12218702549497193,1.0,0.069812885785694,0.01407400740574248771*w + 0.04621826155781799672
0.12218702549497193,2.0,0.06981288578569389,0.01407400740574248771*(w+1) + 0.03214425415207548820
0.06510646119605829,3.0,0.7359000527137078,0.20759191132988524808*w + -0.02380377985921030767*(w)**2 - 0.21116256100615790614
0.06510646119605829,4.0,0.7359000527137078,-0.02380377985921031808*(w)**2 + 0.10379595566494259629*w + 0.10379595566494265180*w - 0.21116256100615773961
0.03474477659791053,5.0,0.9247859142104708,-0.00040286063886845039*((w)**2)**2 + 0.02232599381324965049*(w)**2 - 0.03920780169473839227
0.03474087789330398,6.0,0.9248027927792455,-0.00222039787946410596*w + 0.02277180246098914687*(w)**2 + -0.00040629095920843871*((w)**2)**2 - 0.03707691161539281022
0.03179062780279275,7.0,0.93703222567895,0.24416926919641240845*(w/(w)**2) + 0.36174615285695738143*w + -0.03771947081284339476*(w)**2 - 0.64872457254349846778
0.0223816883985197,8.0,0.9687891336339755,0.15015257648396268531*w + -0.00027303363178946433*((w)**2)**2 + 0.13463051021849536948*(w/(w)**2) - 0.33352271784758502626
0.0223816883985197,9.0,0.9687891336339755,-0.00027303363178946428*((w)**2)**2 + 0.15015257648396262979*(w+1) + 0.13463051021849536948*(w/(w)**2) - 0.48367529433154765606
0.011433596936961256,9.339849,0.9918550974924332,0.57501948128749602596*w + -2.05108486308772963724*(w/(w+1)) + -0.05315063438292035036*(w)**2 + 0.44416037497021276792
0.011433596936961254,10.339849,0.9918550974924332,-2.05108486308773585449*(w/(w+1)) + 0.57501948128749624800*(w+1) + -0.05315063438292034342*(w)**2 - 0.13085910631727967757
0.011433596936961238,13.0,0.9918550974924332,-1.47606538180023449947*w + 2.05108486308772963724*((w)**2/(w+1)) + -0.05315063438292032955*(w)**2 + 0.44416037497021609859
0.011433596936961223,13.094737,0.9918550974924332,-0.34066037502666851600*(w)**2 + -2.05108486308773052542*(w/(w+1)) + 0.28750974064374806849*((w+1))**2 + 0.15665063432647111097
0.011433596936961209,17.094738,0.9918550974924333,-2.05108486308775272988*(w/(w+1)) + 0.28750974064374812400*((w+1))**2 + -0.34066037502666834946*(w)**2 + 0.15665063432647777231
0.011433596936961209,19.094738,0.9918550974924333,-2.05108486308775272988*(w/(w+1)) + 0.28750974064374812400*((w+1))**2 + -0.34066037502666834946*(w)**2 + 0.15665063432647777231
0.009315401018202812,21.0,0.994593412387336,-0.76694658663423587175*(((w)**2)**2/((w+1))**2) + 0.70963080063491379423*(w)**2 + -0.89297760214436483484*w + 0.32212615296806146326
0.009315401018202812,22.0,0.994593412387336,-0.76694658663423587175*(((w)**2)**2/((w+1))**2) + 0.70963080063491379423*(w)**2 + -0.89297760214436483484*w + 0.32212615296806146326
0.009315401018202812,23.0,0.994593412387336,-0.76694658663423587175*(((w)**2)**2/((w+1))**2) + 0.70963080063491379423*(w)**2 + -0.89297760214436483484*w + 0.32212615296806146326
0.00931540101820279,23.754887,0.994593412387336,-0.76694658663423775913*(((w)**2)**2/((w+1))**2) + -2.31223920341419963975*w + 0.70963080063491579264*((w+1))**2 - 0.38750464766685754903
0.009315401018202685,24.754887,0.9945934123873361,-0.76694658663423764811*(((w)**2)**2/((w+1))**2) + 0.70963080063491579264*((w+1))**2 + -2.31223920341419919566*(w+1) + 1.92473455574733987028
0.008948983518915541,28.0,0.9950103790969633,-1.54124343432394961262*((w)**2/((w+1))**2) + -0.36673159805070515427*(((w)**2)**2/((w+1))**2) + 0.30365534036343611035*(w)**2 + 0.13058510751232635383
0.008948983518915541,29.0,0.9950103790969633,-1.54124343432394961262*((w)**2/((w+1))**2) + -0.36673159805070515427*(((w)**2)**2/((w+1))**2) + 0.30365534036343611035*(w)**2 + 0.13058510751232635383
0.008948983518914884,30.0,0.9950103790969641,-1.90797503237468557558*(((w)**2)**2/((w+1))**2) + 3.08248686864795962137*(w/((w+1)/(w)**2)) + -1.23758809396054214602*(w)**2 + 0.13058510751232546565
0.008760980039677393,30.754887,0.9952178244391541,-1.75106607300645600311*((w)**2/((w+1))**2) + -0.06231562378951375353*((w+1))**2 + 0.84576336607176239024*((w)**2/(w+1)) + 0.21995925239522010064
0.008760980039677384,32.754887,0.9952178244391541,-1.75106607300645844560*((w)**2/((w+1))**2) + 0.84576336607176305638*((w)**2/(w+1)) + -0.06231562378951379516*((w+1))**2 + 0.21995925239522032268
0.00872342158858372,33.0,0.9952587390647724,-1.18553086652870232065*(((w)**2)**2/((w+1))**2) + 1.12603640429229479025*(w/((w+1)/(w)**2)) + -0.56932817097128984862*w + 0.25341763308327469595
0.00872342158858368,34.0,0.9952587390647725,-1.18553086652870276474*(((w)**2)**2/((w+1))**2) + 1.12603640429229501230*(w/((w+1)/(w)**2)) + -0.56932817097128995965*(w+1) + 0.82274580405456743115
0.008640439188407798,36.754887,0.995348513446144,-1.32160959255883003749*(((w)**2)**2/((w+1))**2) + -0.23165660433045709432*((w+1))**2 + 1.49307755898663296890*(w/((w+1)/(w)**2)) + 0.46242835501312851143
0.005111770725117455,79.0,0.9983719682628405,22.31237471023786866908*(((w/(w+1))/((w+1))**2))**2 + -0.16269184826569441094*(((w)**2/(w+1))/((w/(w+1))/((w)**2/(w+1)))) + 0.11280518065248149040*((w+1)/(((w)**2/w)/((w+1))**2)) - 1.21039602345149677198
